Departure Airport Name,Departure Airport Code,Arrival Airport Name,Arrival Airport Code,DepartureTime,ArrivalTime,Flight_duration,TotalStops,Price,AvailableSeats,FlightNumber
Antwerpen,ANR,Alicante,ALC,2023-05-03 06:30,2023-05-03 09:10,2u 40m,,219.99,10,1101
Brussel,BRU,Alicante,ALC,2023-05-04 06:05,2023-05-04 08:50,2u 45m,,129.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-04 07:00,2023-05-04 09:50,2u 50m,,134.99,8,1171
Antwerpen,ANR,Alicante,ALC,2023-05-04 15:30,2023-05-04 18:10,2u 40m,,214.99,10,1103
Brugge-Oostende,OST,Alicante,ALC,2023-04-29 06:00,2023-04-29 08:50,2u 50m,,259.99,10,1187
Brussel,BRU,Alicante,ALC,2023-04-29 16:50,2023-04-29 19:35,2u 45m,,309.99,10,1115
Brugge-Oostende,OST,Alicante,ALC,2023-04-30 06:00,2023-04-30 08:50,2u 50m,,189.99,10,1171
Brussel,BRU,Alicante,ALC,2023-04-30 06:10,2023-04-30 08:55,2u 45m,,229.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-04-30 15:55,2023-04-30 18:35,2u 40m,,309.99,3,1103
Luik,LGG,Alicante,ALC,2023-05-01 06:00,2023-05-01 08:45,2u 45m,,239.99,9,1161
Brussel,BRU,Alicante,ALC,2023-05-01 06:05,2023-05-01 08:50,2u 45m,,229.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-02 06:00,2023-05-02 08:50,2u 50m,,184.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-02 06:15,2023-05-02 09:00,2u 45m,,169.99,6,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-03 06:00,2023-05-03 08:50,2u 50m,,149.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-03 06:05,2023-05-03 08:50,2u 45m,,164.99,10,1111
Brussel,BRU,Alicante,ALC,2023-05-03 06:30,2023-05-03 09:15,2u 45m,,144.99,10,1113
Antwerpen,ANR,Alicante,ALC,2023-05-03 06:30,2023-05-03 09:10,2u 40m,,219.99,10,1101
Brussel,BRU,Alicante,ALC,2023-05-04 06:05,2023-05-04 08:50,2u 45m,,129.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-04 07:00,2023-05-04 09:50,2u 50m,,134.99,8,1171
Antwerpen,ANR,Alicante,ALC,2023-05-04 15:30,2023-05-04 18:10,2u 40m,,214.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-05 06:00,2023-05-05 08:45,2u 45m,,209.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-05 06:05,2023-05-05 08:50,2u 45m,,149.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-05 07:00,2023-05-05 09:50,2u 50m,,139.99,10,1171
Brugge-Oostende,OST,Alicante,ALC,2023-04-30 06:00,2023-04-30 08:50,2u 50m,,189.99,10,1171
Brussel,BRU,Alicante,ALC,2023-04-30 06:10,2023-04-30 08:55,2u 45m,,229.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-04-30 15:55,2023-04-30 18:35,2u 40m,,309.99,3,1103
Luik,LGG,Alicante,ALC,2023-05-01 06:00,2023-05-01 08:45,2u 45m,,239.99,9,1161
Brussel,BRU,Alicante,ALC,2023-05-01 06:05,2023-05-01 08:50,2u 45m,,229.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-02 06:00,2023-05-02 08:50,2u 50m,,184.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-02 06:15,2023-05-02 09:00,2u 45m,,169.99,6,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-03 06:00,2023-05-03 08:50,2u 50m,,149.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-03 06:05,2023-05-03 08:50,2u 45m,,164.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-03 06:30,2023-05-03 09:10,2u 40m,,219.99,10,1101
Brussel,BRU,Alicante,ALC,2023-05-03 06:30,2023-05-03 09:15,2u 45m,,144.99,10,1113
Brussel,BRU,Alicante,ALC,2023-05-04 06:05,2023-05-04 08:50,2u 45m,,129.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-04 07:00,2023-05-04 09:50,2u 50m,,134.99,8,1171
Antwerpen,ANR,Alicante,ALC,2023-05-04 15:30,2023-05-04 18:10,2u 40m,,214.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-05 06:00,2023-05-05 08:45,2u 45m,,209.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-05 06:05,2023-05-05 08:50,2u 45m,,149.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-05 07:00,2023-05-05 09:50,2u 50m,,139.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:45,2u 45m,,164.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:50,2u 50m,,294.99,10,1187
Brussel,BRU,Alicante,ALC,2023-05-06 16:50,2023-05-06 19:35,2u 45m,,149.99,10,1115
Luik,LGG,Alicante,ALC,2023-05-01 06:00,2023-05-01 08:45,2u 45m,,239.99,9,1161
Brussel,BRU,Alicante,ALC,2023-05-01 06:05,2023-05-01 08:50,2u 45m,,229.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-02 06:00,2023-05-02 08:50,2u 50m,,184.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-02 06:15,2023-05-02 09:00,2u 45m,,169.99,6,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-03 06:00,2023-05-03 08:50,2u 50m,,149.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-03 06:05,2023-05-03 08:50,2u 45m,,164.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-03 06:30,2023-05-03 09:10,2u 40m,,219.99,10,1101
Brussel,BRU,Alicante,ALC,2023-05-03 06:30,2023-05-03 09:15,2u 45m,,144.99,10,1113
Brussel,BRU,Alicante,ALC,2023-05-04 06:05,2023-05-04 08:50,2u 45m,,129.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-04 07:00,2023-05-04 09:50,2u 50m,,134.99,8,1171
Antwerpen,ANR,Alicante,ALC,2023-05-04 15:30,2023-05-04 18:10,2u 40m,,214.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-05 06:00,2023-05-05 08:45,2u 45m,,209.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-05 06:05,2023-05-05 08:50,2u 45m,,149.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-05 07:00,2023-05-05 09:50,2u 50m,,139.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:45,2u 45m,,164.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:50,2u 50m,,294.99,10,1187
Brussel,BRU,Alicante,ALC,2023-05-06 16:50,2023-05-06 19:35,2u 45m,,149.99,10,1115
Brugge-Oostende,OST,Alicante,ALC,2023-05-07 06:00,2023-05-07 08:50,2u 50m,,149.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-07 06:10,2023-05-07 08:55,2u 45m,,159.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-07 15:55,2023-05-07 18:35,2u 40m,,219.99,10,1103
Brugge-Oostende,OST,Alicante,ALC,2023-05-02 06:00,2023-05-02 08:50,2u 50m,,184.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-02 06:15,2023-05-02 09:00,2u 45m,,169.99,6,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-03 06:00,2023-05-03 08:50,2u 50m,,149.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-03 06:05,2023-05-03 08:50,2u 45m,,164.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-03 06:30,2023-05-03 09:10,2u 40m,,219.99,10,1101
Brussel,BRU,Alicante,ALC,2023-05-03 06:30,2023-05-03 09:15,2u 45m,,144.99,10,1113
Brussel,BRU,Alicante,ALC,2023-05-04 06:05,2023-05-04 08:50,2u 45m,,129.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-04 07:00,2023-05-04 09:50,2u 50m,,134.99,8,1171
Antwerpen,ANR,Alicante,ALC,2023-05-04 15:30,2023-05-04 18:10,2u 40m,,214.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-05 06:00,2023-05-05 08:45,2u 45m,,209.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-05 06:05,2023-05-05 08:50,2u 45m,,149.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-05 07:00,2023-05-05 09:50,2u 50m,,139.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:45,2u 45m,,164.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:50,2u 50m,,294.99,10,1187
Brussel,BRU,Alicante,ALC,2023-05-06 16:50,2023-05-06 19:35,2u 45m,,149.99,10,1115
Brugge-Oostende,OST,Alicante,ALC,2023-05-07 06:00,2023-05-07 08:50,2u 50m,,149.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-07 06:10,2023-05-07 08:55,2u 45m,,159.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-07 15:55,2023-05-07 18:35,2u 40m,,219.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-08 06:00,2023-05-08 08:45,2u 45m,,134.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-08 06:05,2023-05-08 08:50,2u 45m,,134.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-03 06:00,2023-05-03 08:50,2u 50m,,149.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-03 06:05,2023-05-03 08:50,2u 45m,,164.99,10,1111
Brussel,BRU,Alicante,ALC,2023-05-03 06:30,2023-05-03 09:15,2u 45m,,144.99,10,1113
Antwerpen,ANR,Alicante,ALC,2023-05-03 06:30,2023-05-03 09:10,2u 40m,,219.99,10,1101
Brussel,BRU,Alicante,ALC,2023-05-04 06:05,2023-05-04 08:50,2u 45m,,129.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-04 07:00,2023-05-04 09:50,2u 50m,,134.99,8,1171
Antwerpen,ANR,Alicante,ALC,2023-05-04 15:30,2023-05-04 18:10,2u 40m,,214.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-05 06:00,2023-05-05 08:45,2u 45m,,209.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-05 06:05,2023-05-05 08:50,2u 45m,,149.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-05 07:00,2023-05-05 09:50,2u 50m,,139.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:45,2u 45m,,164.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:50,2u 50m,,294.99,10,1187
Brussel,BRU,Alicante,ALC,2023-05-06 16:50,2023-05-06 19:35,2u 45m,,149.99,10,1115
Brugge-Oostende,OST,Alicante,ALC,2023-05-07 06:00,2023-05-07 08:50,2u 50m,,149.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-07 06:10,2023-05-07 08:55,2u 45m,,159.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-07 15:55,2023-05-07 18:35,2u 40m,,219.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-08 06:00,2023-05-08 08:45,2u 45m,,134.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-08 06:05,2023-05-08 08:50,2u 45m,,134.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-09 06:00,2023-05-09 08:50,2u 50m,,169.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-09 06:15,2023-05-09 09:00,2u 45m,,139.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-09 07:30,2023-05-09 10:10,2u 40m,,289.99,1,1101
Brussel,BRU,Alicante,ALC,2023-05-04 06:05,2023-05-04 08:50,2u 45m,,129.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-04 07:00,2023-05-04 09:50,2u 50m,,134.99,8,1171
Antwerpen,ANR,Alicante,ALC,2023-05-04 15:30,2023-05-04 18:10,2u 40m,,214.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-05 06:00,2023-05-05 08:45,2u 45m,,209.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-05 06:05,2023-05-05 08:50,2u 45m,,149.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-05 07:00,2023-05-05 09:50,2u 50m,,139.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:45,2u 45m,,164.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:50,2u 50m,,294.99,10,1187
Brussel,BRU,Alicante,ALC,2023-05-06 16:50,2023-05-06 19:35,2u 45m,,149.99,10,1115
Brugge-Oostende,OST,Alicante,ALC,2023-05-07 06:00,2023-05-07 08:50,2u 50m,,149.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-07 06:10,2023-05-07 08:55,2u 45m,,159.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-07 15:55,2023-05-07 18:35,2u 40m,,219.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-08 06:00,2023-05-08 08:45,2u 45m,,134.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-08 06:05,2023-05-08 08:50,2u 45m,,134.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-09 06:00,2023-05-09 08:50,2u 50m,,169.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-09 06:15,2023-05-09 09:00,2u 45m,,139.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-09 07:30,2023-05-09 10:10,2u 40m,,289.99,1,1101
Brugge-Oostende,OST,Alicante,ALC,2023-05-10 06:00,2023-05-10 08:50,2u 50m,,139.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-10 06:05,2023-05-10 08:50,2u 45m,,139.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:10,2u 40m,,239.99,10,1101
Brussel,BRU,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:15,2u 45m,,144.99,10,1113
Luik,LGG,Alicante,ALC,2023-05-05 06:00,2023-05-05 08:45,2u 45m,,209.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-05 06:05,2023-05-05 08:50,2u 45m,,149.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-05 07:00,2023-05-05 09:50,2u 50m,,139.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:45,2u 45m,,164.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:50,2u 50m,,294.99,10,1187
Brussel,BRU,Alicante,ALC,2023-05-06 16:50,2023-05-06 19:35,2u 45m,,149.99,10,1115
Brugge-Oostende,OST,Alicante,ALC,2023-05-07 06:00,2023-05-07 08:50,2u 50m,,149.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-07 06:10,2023-05-07 08:55,2u 45m,,159.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-07 15:55,2023-05-07 18:35,2u 40m,,219.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-08 06:00,2023-05-08 08:45,2u 45m,,134.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-08 06:05,2023-05-08 08:50,2u 45m,,134.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-09 06:00,2023-05-09 08:50,2u 50m,,169.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-09 06:15,2023-05-09 09:00,2u 45m,,139.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-09 07:30,2023-05-09 10:10,2u 40m,,289.99,1,1101
Brugge-Oostende,OST,Alicante,ALC,2023-05-10 06:00,2023-05-10 08:50,2u 50m,,139.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-10 06:05,2023-05-10 08:50,2u 45m,,139.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:10,2u 40m,,239.99,10,1101
Brussel,BRU,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:15,2u 45m,,144.99,10,1113
Brussel,BRU,Alicante,ALC,2023-05-11 06:05,2023-05-11 08:50,2u 45m,,134.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-11 07:00,2023-05-11 09:50,2u 50m,,144.99,10,1171
Antwerpen,ANR,Alicante,ALC,2023-05-11 15:30,2023-05-11 18:10,2u 40m,,239.99,10,1103
Brugge-Oostende,OST,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:50,2u 50m,,294.99,10,1187
Brussel,BRU,Alicante,ALC,2023-05-06 06:00,2023-05-06 08:45,2u 45m,,164.99,10,1111
Brussel,BRU,Alicante,ALC,2023-05-06 16:50,2023-05-06 19:35,2u 45m,,149.99,10,1115
Brugge-Oostende,OST,Alicante,ALC,2023-05-07 06:00,2023-05-07 08:50,2u 50m,,149.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-07 06:10,2023-05-07 08:55,2u 45m,,159.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-07 15:55,2023-05-07 18:35,2u 40m,,219.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-08 06:00,2023-05-08 08:45,2u 45m,,134.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-08 06:05,2023-05-08 08:50,2u 45m,,134.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-09 06:00,2023-05-09 08:50,2u 50m,,169.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-09 06:15,2023-05-09 09:00,2u 45m,,139.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-09 07:30,2023-05-09 10:10,2u 40m,,289.99,1,1101
Brugge-Oostende,OST,Alicante,ALC,2023-05-10 06:00,2023-05-10 08:50,2u 50m,,139.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-10 06:05,2023-05-10 08:50,2u 45m,,139.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:10,2u 40m,,239.99,10,1101
Brussel,BRU,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:15,2u 45m,,144.99,10,1113
Brussel,BRU,Alicante,ALC,2023-05-11 06:05,2023-05-11 08:50,2u 45m,,134.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-11 07:00,2023-05-11 09:50,2u 50m,,144.99,10,1171
Antwerpen,ANR,Alicante,ALC,2023-05-11 15:30,2023-05-11 18:10,2u 40m,,239.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-12 06:00,2023-05-12 08:45,2u 45m,,164.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-12 06:05,2023-05-12 08:50,2u 45m,,189.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-12 07:00,2023-05-12 09:50,2u 50m,,179.99,10,1171
Brugge-Oostende,OST,Alicante,ALC,2023-05-07 06:00,2023-05-07 08:50,2u 50m,,149.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-07 06:10,2023-05-07 08:55,2u 45m,,159.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-07 15:55,2023-05-07 18:35,2u 40m,,219.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-08 06:00,2023-05-08 08:45,2u 45m,,134.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-08 06:05,2023-05-08 08:50,2u 45m,,134.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-09 06:00,2023-05-09 08:50,2u 50m,,169.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-09 06:15,2023-05-09 09:00,2u 45m,,139.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-09 07:30,2023-05-09 10:10,2u 40m,,289.99,1,1101
Brugge-Oostende,OST,Alicante,ALC,2023-05-10 06:00,2023-05-10 08:50,2u 50m,,139.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-10 06:05,2023-05-10 08:50,2u 45m,,139.99,10,1111
Brussel,BRU,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:15,2u 45m,,144.99,10,1113
Antwerpen,ANR,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:10,2u 40m,,239.99,10,1101
Brussel,BRU,Alicante,ALC,2023-05-11 06:05,2023-05-11 08:50,2u 45m,,134.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-11 07:00,2023-05-11 09:50,2u 50m,,144.99,10,1171
Antwerpen,ANR,Alicante,ALC,2023-05-11 15:30,2023-05-11 18:10,2u 40m,,239.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-12 06:00,2023-05-12 08:45,2u 45m,,164.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-12 06:05,2023-05-12 08:50,2u 45m,,189.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-12 07:00,2023-05-12 09:50,2u 50m,,179.99,10,1171
Brugge-Oostende,OST,Alicante,ALC,2023-05-13 06:00,2023-05-13 08:50,2u 50m,,319.99,1,1187
Luik,LGG,Alicante,ALC,2023-05-08 06:00,2023-05-08 08:45,2u 45m,,134.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-08 06:05,2023-05-08 08:50,2u 45m,,134.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-09 06:00,2023-05-09 08:50,2u 50m,,169.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-09 06:15,2023-05-09 09:00,2u 45m,,139.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-09 07:30,2023-05-09 10:10,2u 40m,,289.99,1,1101
Brugge-Oostende,OST,Alicante,ALC,2023-05-10 06:00,2023-05-10 08:50,2u 50m,,139.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-10 06:05,2023-05-10 08:50,2u 45m,,139.99,10,1111
Brussel,BRU,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:15,2u 45m,,144.99,10,1113
Antwerpen,ANR,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:10,2u 40m,,239.99,10,1101
Brussel,BRU,Alicante,ALC,2023-05-11 06:05,2023-05-11 08:50,2u 45m,,134.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-11 07:00,2023-05-11 09:50,2u 50m,,144.99,10,1171
Antwerpen,ANR,Alicante,ALC,2023-05-11 15:30,2023-05-11 18:10,2u 40m,,239.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-12 06:00,2023-05-12 08:45,2u 45m,,164.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-12 06:05,2023-05-12 08:50,2u 45m,,189.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-12 07:00,2023-05-12 09:50,2u 50m,,179.99,10,1171
Brugge-Oostende,OST,Alicante,ALC,2023-05-13 06:00,2023-05-13 08:50,2u 50m,,319.99,1,1187
Brugge-Oostende,OST,Alicante,ALC,2023-05-14 06:00,2023-05-14 08:50,2u 50m,,204.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-14 06:10,2023-05-14 08:55,2u 45m,,229.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-14 15:55,2023-05-14 18:35,2u 40m,,239.99,10,1103
Brugge-Oostende,OST,Alicante,ALC,2023-05-09 06:00,2023-05-09 08:50,2u 50m,,169.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-09 06:15,2023-05-09 09:00,2u 45m,,139.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-09 07:30,2023-05-09 10:10,2u 40m,,289.99,1,1101
Brugge-Oostende,OST,Alicante,ALC,2023-05-10 06:00,2023-05-10 08:50,2u 50m,,139.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-10 06:05,2023-05-10 08:50,2u 45m,,139.99,10,1111
Brussel,BRU,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:15,2u 45m,,144.99,10,1113
Antwerpen,ANR,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:10,2u 40m,,239.99,10,1101
Brussel,BRU,Alicante,ALC,2023-05-11 06:05,2023-05-11 08:50,2u 45m,,134.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-11 07:00,2023-05-11 09:50,2u 50m,,144.99,10,1171
Antwerpen,ANR,Alicante,ALC,2023-05-11 15:30,2023-05-11 18:10,2u 40m,,239.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-12 06:00,2023-05-12 08:45,2u 45m,,164.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-12 06:05,2023-05-12 08:50,2u 45m,,189.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-12 07:00,2023-05-12 09:50,2u 50m,,179.99,10,1171
Brugge-Oostende,OST,Alicante,ALC,2023-05-13 06:00,2023-05-13 08:50,2u 50m,,319.99,1,1187
Brugge-Oostende,OST,Alicante,ALC,2023-05-14 06:00,2023-05-14 08:50,2u 50m,,204.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-14 06:10,2023-05-14 08:55,2u 45m,,229.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-14 15:55,2023-05-14 18:35,2u 40m,,239.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-15 06:00,2023-05-15 08:45,2u 45m,,229.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-15 06:05,2023-05-15 08:50,2u 45m,,184.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-10 06:00,2023-05-10 08:50,2u 50m,,139.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-10 06:05,2023-05-10 08:50,2u 45m,,139.99,10,1111
Brussel,BRU,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:15,2u 45m,,144.99,10,1113
Antwerpen,ANR,Alicante,ALC,2023-05-10 06:30,2023-05-10 09:10,2u 40m,,239.99,10,1101
Brussel,BRU,Alicante,ALC,2023-05-11 06:05,2023-05-11 08:50,2u 45m,,134.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-11 07:00,2023-05-11 09:50,2u 50m,,144.99,10,1171
Antwerpen,ANR,Alicante,ALC,2023-05-11 15:30,2023-05-11 18:10,2u 40m,,239.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-12 06:00,2023-05-12 08:45,2u 45m,,164.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-12 06:05,2023-05-12 08:50,2u 45m,,189.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-12 07:00,2023-05-12 09:50,2u 50m,,179.99,10,1171
Brugge-Oostende,OST,Alicante,ALC,2023-05-13 06:00,2023-05-13 08:50,2u 50m,,319.99,1,1187
Brugge-Oostende,OST,Alicante,ALC,2023-05-14 06:00,2023-05-14 08:50,2u 50m,,204.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-14 06:10,2023-05-14 08:55,2u 45m,,229.99,10,1111
Antwerpen,ANR,Alicante,ALC,2023-05-14 15:55,2023-05-14 18:35,2u 40m,,239.99,10,1103
Luik,LGG,Alicante,ALC,2023-05-15 06:00,2023-05-15 08:45,2u 45m,,229.99,10,1161
Brussel,BRU,Alicante,ALC,2023-05-15 06:05,2023-05-15 08:50,2u 45m,,184.99,10,1111
Brugge-Oostende,OST,Alicante,ALC,2023-05-16 06:00,2023-05-16 08:50,2u 50m,,219.99,10,1171
Brussel,BRU,Alicante,ALC,2023-05-16 06:15,2023-05-16 09:00,2u 45m,,179.99,10,1111
