originName, destinationName, dateOut, prijs, flightDuration, plaatsenOver, flightKey, flightNumber, timeOut, timeArrival
Brussels (Charleroi),Alicante,2023-03-31T00:00:00.000,257.49,02:25,1,FR~3534~ ~~CRL~03/31/2023 09:45~ALC~03/31/2023 12:10~~,FR 3534,2023-03-31T09:45:00.000,2023-03-31T12:10:00.000
Brussels (Charleroi),Alicante,2023-03-31T00:00:00.000,None,02:25,0,FR~9053~ ~~CRL~03/31/2023 17:20~ALC~03/31/2023 19:45~~,FR 9053,2023-03-31T17:20:00.000,2023-03-31T19:45:00.000
Brussels (Charleroi),Alicante,2023-04-01T00:00:00.000,None,02:25,0,FR~3534~ ~~CRL~04/01/2023 15:50~ALC~04/01/2023 18:15~~,FR 3534,2023-04-01T15:50:00.000,2023-04-01T18:15:00.000
Brussels (Charleroi),Alicante,2023-04-02T00:00:00.000,None,02:25,0,FR~3534~ ~~CRL~04/02/2023 09:55~ALC~04/02/2023 12:20~~,FR 3534,2023-04-02T09:55:00.000,2023-04-02T12:20:00.000
Brussels (Charleroi),Alicante,2023-04-03T00:00:00.000,234.79,02:25,4,FR~3534~ ~~CRL~04/03/2023 16:55~ALC~04/03/2023 19:20~~,FR 3534,2023-04-03T16:55:00.000,2023-04-03T19:20:00.000
Brussels (Charleroi),Alicante,2023-04-04T00:00:00.000,156.27,02:25,2,FR~3534~ ~~CRL~04/04/2023 06:30~ALC~04/04/2023 08:55~~,FR 3534,2023-04-04T06:30:00.000,2023-04-04T08:55:00.000
Brussels (Charleroi),Alicante,2023-04-04T00:00:00.000,124.19,02:25,1,FR~9053~ ~~CRL~04/04/2023 12:15~ALC~04/04/2023 14:40~~,FR 9053,2023-04-04T12:15:00.000,2023-04-04T14:40:00.000
Brussels (Charleroi),Alicante,2023-04-05T00:00:00.000,135.64,02:25,1,FR~3534~ ~~CRL~04/05/2023 10:00~ALC~04/05/2023 12:25~~,FR 3534,2023-04-05T10:00:00.000,2023-04-05T12:25:00.000
Brussels (Charleroi),Alicante,2023-04-05T00:00:00.000,116.79,02:25,2,FR~9053~ ~~CRL~04/05/2023 14:45~ALC~04/05/2023 17:10~~,FR 9053,2023-04-05T14:45:00.000,2023-04-05T17:10:00.000
Brussels (Charleroi),Alicante,2023-04-05T00:00:00.000,89.74,02:25,3,FR~6063~ ~~CRL~04/05/2023 21:55~ALC~04/06/2023 00:20~~,FR 6063,2023-04-05T21:55:00.000,2023-04-06T00:20:00.000
Brussels (Charleroi),Alicante,2023-04-06T00:00:00.000,180.19,02:25,4,FR~9053~ ~~CRL~04/06/2023 09:00~ALC~04/06/2023 11:25~~,FR 9053,2023-04-06T09:00:00.000,2023-04-06T11:25:00.000
Brussels (Charleroi),Alicante,2023-04-06T00:00:00.000,135.64,02:25,5,FR~3534~ ~~CRL~04/06/2023 15:05~ALC~04/06/2023 17:30~~,FR 3534,2023-04-06T15:05:00.000,2023-04-06T17:30:00.000
Brussels (Charleroi),Alicante,2023-04-07T00:00:00.000,150.79,02:25,-1,FR~3534~ ~~CRL~04/07/2023 09:45~ALC~04/07/2023 12:10~~,FR 3534,2023-04-07T09:45:00.000,2023-04-07T12:10:00.000
Brussels (Charleroi),Alicante,2023-04-07T00:00:00.000,155.09,02:25,5,FR~9053~ ~~CRL~04/07/2023 17:20~ALC~04/07/2023 19:45~~,FR 9053,2023-04-07T17:20:00.000,2023-04-07T19:45:00.000
Brussels (Charleroi),Alicante,2023-04-08T00:00:00.000,154.99,02:25,5,FR~3534~ ~~CRL~04/08/2023 15:50~ALC~04/08/2023 18:15~~,FR 3534,2023-04-08T15:50:00.000,2023-04-08T18:15:00.000
Brussels (Charleroi),Alicante,2023-04-09T00:00:00.000,203.49,02:25,1,FR~3534~ ~~CRL~04/09/2023 09:55~ALC~04/09/2023 12:20~~,FR 3534,2023-04-09T09:55:00.000,2023-04-09T12:20:00.000
Brussels (Charleroi),Alicante,2023-04-10T00:00:00.000,97.99,02:25,4,FR~3534~ ~~CRL~04/10/2023 16:55~ALC~04/10/2023 19:20~~,FR 3534,2023-04-10T16:55:00.000,2023-04-10T19:20:00.000
Brussels (Charleroi),Alicante,2023-04-11T00:00:00.000,89.74,02:25,3,FR~3534~ ~~CRL~04/11/2023 06:30~ALC~04/11/2023 08:55~~,FR 3534,2023-04-11T06:30:00.000,2023-04-11T08:55:00.000
Brussels (Charleroi),Alicante,2023-04-11T00:00:00.000,101.49,02:25,5,FR~9053~ ~~CRL~04/11/2023 12:15~ALC~04/11/2023 14:40~~,FR 9053,2023-04-11T12:15:00.000,2023-04-11T14:40:00.000
Brussels (Charleroi),Alicante,2023-04-12T00:00:00.000,88.99,02:25,1,FR~3534~ ~~CRL~04/12/2023 10:00~ALC~04/12/2023 12:25~~,FR 3534,2023-04-12T10:00:00.000,2023-04-12T12:25:00.000
Brussels (Charleroi),Alicante,2023-04-12T00:00:00.000,105.99,02:25,3,FR~9053~ ~~CRL~04/12/2023 14:45~ALC~04/12/2023 17:10~~,FR 9053,2023-04-12T14:45:00.000,2023-04-12T17:10:00.000
Brussels (Charleroi),Alicante,2023-04-12T00:00:00.000,48.37,02:25,1,FR~6063~ ~~CRL~04/12/2023 21:55~ALC~04/13/2023 00:20~~,FR 6063,2023-04-12T21:55:00.000,2023-04-13T00:20:00.000
Brussels (Charleroi),Alicante,2023-04-13T00:00:00.000,58.99,02:25,2,FR~9053~ ~~CRL~04/13/2023 09:00~ALC~04/13/2023 11:25~~,FR 9053,2023-04-13T09:00:00.000,2023-04-13T11:25:00.000
Brussels (Charleroi),Alicante,2023-04-13T00:00:00.000,73.24,02:25,5,FR~3534~ ~~CRL~04/13/2023 15:05~ALC~04/13/2023 17:30~~,FR 3534,2023-04-13T15:05:00.000,2023-04-13T17:30:00.000
Brussels (Charleroi),Alicante,2023-04-14T00:00:00.000,130.59,02:25,1,FR~3534~ ~~CRL~04/14/2023 09:45~ALC~04/14/2023 12:10~~,FR 3534,2023-04-14T09:45:00.000,2023-04-14T12:10:00.000
Brussels (Charleroi),Alicante,2023-04-14T00:00:00.000,99.8,02:25,-1,FR~9053~ ~~CRL~04/14/2023 17:20~ALC~04/14/2023 19:45~~,FR 9053,2023-04-14T17:20:00.000,2023-04-14T19:45:00.000
Brussels (Charleroi),Alicante,2023-04-15T00:00:00.000,112.59,02:25,-1,FR~3534~ ~~CRL~04/15/2023 15:50~ALC~04/15/2023 18:15~~,FR 3534,2023-04-15T15:50:00.000,2023-04-15T18:15:00.000
Brussels (Charleroi),Alicante,2023-04-16T00:00:00.000,115.74,02:25,-1,FR~3534~ ~~CRL~04/16/2023 09:55~ALC~04/16/2023 12:20~~,FR 3534,2023-04-16T09:55:00.000,2023-04-16T12:20:00.000
Brussels (Charleroi),Alicante,2023-04-17T00:00:00.000,135.12,02:25,5,FR~3534~ ~~CRL~04/17/2023 16:55~ALC~04/17/2023 19:20~~,FR 3534,2023-04-17T16:55:00.000,2023-04-17T19:20:00.000
Brussels (Charleroi),Alicante,2023-04-18T00:00:00.000,87.99,02:25,4,FR~3534~ ~~CRL~04/18/2023 06:30~ALC~04/18/2023 08:55~~,FR 3534,2023-04-18T06:30:00.000,2023-04-18T08:55:00.000
Brussels (Charleroi),Alicante,2023-04-18T00:00:00.000,102.39,02:25,-1,FR~9053~ ~~CRL~04/18/2023 12:15~ALC~04/18/2023 14:40~~,FR 9053,2023-04-18T12:15:00.000,2023-04-18T14:40:00.000
Brussels (Charleroi),Alicante,2023-04-19T00:00:00.000,95.99,02:25,5,FR~3534~ ~~CRL~04/19/2023 10:00~ALC~04/19/2023 12:25~~,FR 3534,2023-04-19T10:00:00.000,2023-04-19T12:25:00.000
Brussels (Charleroi),Alicante,2023-04-19T00:00:00.000,91.99,02:25,-1,FR~9053~ ~~CRL~04/19/2023 14:45~ALC~04/19/2023 17:10~~,FR 9053,2023-04-19T14:45:00.000,2023-04-19T17:10:00.000
Brussels (Charleroi),Alicante,2023-04-19T00:00:00.000,88.24,02:25,1,FR~6063~ ~~CRL~04/19/2023 21:55~ALC~04/20/2023 00:20~~,FR 6063,2023-04-19T21:55:00.000,2023-04-20T00:20:00.000
Brussels (Charleroi),Alicante,2023-04-20T00:00:00.000,99.8,02:25,3,FR~9053~ ~~CRL~04/20/2023 09:00~ALC~04/20/2023 11:25~~,FR 9053,2023-04-20T09:00:00.000,2023-04-20T11:25:00.000
Brussels (Charleroi),Alicante,2023-04-20T00:00:00.000,114.89,02:25,5,FR~3534~ ~~CRL~04/20/2023 15:05~ALC~04/20/2023 17:30~~,FR 3534,2023-04-20T15:05:00.000,2023-04-20T17:30:00.000
Brussels (Charleroi),Alicante,2023-04-21T00:00:00.000,156.27,02:25,-1,FR~3534~ ~~CRL~04/21/2023 09:45~ALC~04/21/2023 12:10~~,FR 3534,2023-04-21T09:45:00.000,2023-04-21T12:10:00.000
Brussels (Charleroi),Alicante,2023-04-21T00:00:00.000,129.87,02:25,-1,FR~9053~ ~~CRL~04/21/2023 17:20~ALC~04/21/2023 19:45~~,FR 9053,2023-04-21T17:20:00.000,2023-04-21T19:45:00.000
Brussels (Charleroi),Alicante,2023-04-22T00:00:00.000,203.99,02:25,1,FR~3534~ ~~CRL~04/22/2023 15:50~ALC~04/22/2023 18:15~~,FR 3534,2023-04-22T15:50:00.000,2023-04-22T18:15:00.000
Brussels (Charleroi),Alicante,2023-04-23T00:00:00.000,205.99,02:25,-1,FR~3534~ ~~CRL~04/23/2023 09:55~ALC~04/23/2023 12:20~~,FR 3534,2023-04-23T09:55:00.000,2023-04-23T12:20:00.000
Brussels (Charleroi),Alicante,2023-04-24T00:00:00.000,114.89,02:25,1,FR~3534~ ~~CRL~04/24/2023 16:55~ALC~04/24/2023 19:20~~,FR 3534,2023-04-24T16:55:00.000,2023-04-24T19:20:00.000
Brussels (Charleroi),Alicante,2023-04-25T00:00:00.000,126.24,02:25,4,FR~3534~ ~~CRL~04/25/2023 06:30~ALC~04/25/2023 08:55~~,FR 3534,2023-04-25T06:30:00.000,2023-04-25T08:55:00.000
Brussels (Charleroi),Alicante,2023-04-25T00:00:00.000,134.64,02:25,-1,FR~9053~ ~~CRL~04/25/2023 12:15~ALC~04/25/2023 14:40~~,FR 9053,2023-04-25T12:15:00.000,2023-04-25T14:40:00.000
Brussels (Charleroi),Alicante,2023-04-26T00:00:00.000,167.99,02:25,1,FR~3534~ ~~CRL~04/26/2023 10:00~ALC~04/26/2023 12:25~~,FR 3534,2023-04-26T10:00:00.000,2023-04-26T12:25:00.000
Brussels (Charleroi),Alicante,2023-04-26T00:00:00.000,155.27,02:25,3,FR~9053~ ~~CRL~04/26/2023 14:45~ALC~04/26/2023 17:10~~,FR 9053,2023-04-26T14:45:00.000,2023-04-26T17:10:00.000
Brussels (Charleroi),Alicante,2023-04-26T00:00:00.000,111.74,02:25,2,FR~6063~ ~~CRL~04/26/2023 21:55~ALC~04/27/2023 00:20~~,FR 6063,2023-04-26T21:55:00.000,2023-04-27T00:20:00.000
Brussels (Charleroi),Alicante,2023-04-27T00:00:00.000,177.79,02:25,2,FR~9053~ ~~CRL~04/27/2023 09:00~ALC~04/27/2023 11:25~~,FR 9053,2023-04-27T09:00:00.000,2023-04-27T11:25:00.000
Brussels (Charleroi),Alicante,2023-04-27T00:00:00.000,176.4,02:25,3,FR~3534~ ~~CRL~04/27/2023 15:05~ALC~04/27/2023 17:30~~,FR 3534,2023-04-27T15:05:00.000,2023-04-27T17:30:00.000
Brussels (Charleroi),Alicante,2023-04-28T00:00:00.000,315.22,02:25,2,FR~3534~ ~~CRL~04/28/2023 09:45~ALC~04/28/2023 12:10~~,FR 3534,2023-04-28T09:45:00.000,2023-04-28T12:10:00.000
Brussels (Charleroi),Alicante,2023-04-28T00:00:00.000,315.22,02:25,3,FR~9053~ ~~CRL~04/28/2023 17:20~ALC~04/28/2023 19:45~~,FR 9053,2023-04-28T17:20:00.000,2023-04-28T19:45:00.000
Brussels (Charleroi),Alicante,2023-04-29T00:00:00.000,274.29,02:25,3,FR~3534~ ~~CRL~04/29/2023 15:50~ALC~04/29/2023 18:15~~,FR 3534,2023-04-29T15:50:00.000,2023-04-29T18:15:00.000
Brussels (Charleroi),Alicante,2023-04-30T00:00:00.000,236.49,02:25,4,FR~3534~ ~~CRL~04/30/2023 09:55~ALC~04/30/2023 12:20~~,FR 3534,2023-04-30T09:55:00.000,2023-04-30T12:20:00.000
Brussels (Charleroi),Alicante,2023-05-01T00:00:00.000,204.19,02:25,1,FR~3534~ ~~CRL~05/01/2023 16:55~ALC~05/01/2023 19:20~~,FR 3534,2023-05-01T16:55:00.000,2023-05-01T19:20:00.000
Brussels (Charleroi),Alicante,2023-05-02T00:00:00.000,146.87,02:25,1,FR~3534~ ~~CRL~05/02/2023 06:30~ALC~05/02/2023 08:55~~,FR 3534,2023-05-02T06:30:00.000,2023-05-02T08:55:00.000
Brussels (Charleroi),Alicante,2023-05-02T00:00:00.000,173.49,02:25,-1,FR~9053~ ~~CRL~05/02/2023 12:15~ALC~05/02/2023 14:40~~,FR 9053,2023-05-02T12:15:00.000,2023-05-02T14:40:00.000
Brussels (Charleroi),Alicante,2023-05-03T00:00:00.000,190.49,02:25,-1,FR~3534~ ~~CRL~05/03/2023 10:00~ALC~05/03/2023 12:25~~,FR 3534,2023-05-03T10:00:00.000,2023-05-03T12:25:00.000
Brussels (Charleroi),Alicante,2023-05-03T00:00:00.000,174.74,02:25,3,FR~9053~ ~~CRL~05/03/2023 11:05~ALC~05/03/2023 13:30~~,FR 9053,2023-05-03T11:05:00.000,2023-05-03T13:30:00.000
Brussels (Charleroi),Alicante,2023-05-03T00:00:00.000,97.39,02:25,1,FR~6063~ ~~CRL~05/03/2023 21:55~ALC~05/04/2023 00:20~~,FR 6063,2023-05-03T21:55:00.000,2023-05-04T00:20:00.000
Brussels (Charleroi),Alicante,2023-05-04T00:00:00.000,114.69,02:25,-1,FR~9053~ ~~CRL~05/04/2023 09:00~ALC~05/04/2023 11:25~~,FR 9053,2023-05-04T09:00:00.000,2023-05-04T11:25:00.000
Brussels (Charleroi),Alicante,2023-05-04T00:00:00.000,143.52,02:25,-1,FR~3534~ ~~CRL~05/04/2023 15:05~ALC~05/04/2023 17:30~~,FR 3534,2023-05-04T15:05:00.000,2023-05-04T17:30:00.000
Brussels (Charleroi),Alicante,2023-05-05T00:00:00.000,150.49,02:25,1,FR~3534~ ~~CRL~05/05/2023 09:45~ALC~05/05/2023 12:10~~,FR 3534,2023-05-05T09:45:00.000,2023-05-05T12:10:00.000
Brussels (Charleroi),Alicante,2023-05-05T00:00:00.000,176.99,02:25,2,FR~9053~ ~~CRL~05/05/2023 17:20~ALC~05/05/2023 19:45~~,FR 9053,2023-05-05T17:20:00.000,2023-05-05T19:45:00.000
Brussels (Charleroi),Alicante,2023-05-06T00:00:00.000,131.18,02:25,-1,FR~3534~ ~~CRL~05/06/2023 15:50~ALC~05/06/2023 18:15~~,FR 3534,2023-05-06T15:50:00.000,2023-05-06T18:15:00.000
Brussels (Charleroi),Alicante,2023-05-07T00:00:00.000,167.99,02:25,-1,FR~3534~ ~~CRL~05/07/2023 09:55~ALC~05/07/2023 12:20~~,FR 3534,2023-05-07T09:55:00.000,2023-05-07T12:20:00.000
Brussels (Charleroi),Alicante,2023-05-07T00:00:00.000,177.79,02:25,-1,FR~9053~ ~~CRL~05/07/2023 15:00~ALC~05/07/2023 17:25~~,FR 9053,2023-05-07T15:00:00.000,2023-05-07T17:25:00.000
Brussels (Charleroi),Alicante,2023-05-08T00:00:00.000,112.19,02:25,-1,FR~3534~ ~~CRL~05/08/2023 16:55~ALC~05/08/2023 19:20~~,FR 3534,2023-05-08T16:55:00.000,2023-05-08T19:20:00.000
Brussels (Charleroi),Alicante,2023-05-09T00:00:00.000,93.39,02:25,-1,FR~3534~ ~~CRL~05/09/2023 06:30~ALC~05/09/2023 08:55~~,FR 3534,2023-05-09T06:30:00.000,2023-05-09T08:55:00.000
Brussels (Charleroi),Alicante,2023-05-09T00:00:00.000,111.54,02:25,5,FR~9053~ ~~CRL~05/09/2023 12:15~ALC~05/09/2023 14:40~~,FR 9053,2023-05-09T12:15:00.000,2023-05-09T14:40:00.000
Brussels (Charleroi),Alicante,2023-05-10T00:00:00.000,113.12,02:25,4,FR~3534~ ~~CRL~05/10/2023 10:00~ALC~05/10/2023 12:25~~,FR 3534,2023-05-10T10:00:00.000,2023-05-10T12:25:00.000
Brussels (Charleroi),Alicante,2023-05-10T00:00:00.000,111.54,02:25,-1,FR~9053~ ~~CRL~05/10/2023 11:05~ALC~05/10/2023 13:30~~,FR 9053,2023-05-10T11:05:00.000,2023-05-10T13:30:00.000
Brussels (Charleroi),Alicante,2023-05-10T00:00:00.000,82.74,02:25,4,FR~6063~ ~~CRL~05/10/2023 21:55~ALC~05/11/2023 00:20~~,FR 6063,2023-05-10T21:55:00.000,2023-05-11T00:20:00.000
Brussels (Charleroi),Alicante,2023-05-11T00:00:00.000,95.29,02:25,-1,FR~9053~ ~~CRL~05/11/2023 09:00~ALC~05/11/2023 11:25~~,FR 9053,2023-05-11T09:00:00.000,2023-05-11T11:25:00.000
Brussels (Charleroi),Alicante,2023-05-11T00:00:00.000,74.49,02:25,-1,FR~3534~ ~~CRL~05/11/2023 15:05~ALC~05/11/2023 17:30~~,FR 3534,2023-05-11T15:05:00.000,2023-05-11T17:30:00.000
Brussels (Charleroi),Alicante,2023-05-12T00:00:00.000,132.94,02:25,-1,FR~3534~ ~~CRL~05/12/2023 09:45~ALC~05/12/2023 12:10~~,FR 3534,2023-05-12T09:45:00.000,2023-05-12T12:10:00.000
Brussels (Charleroi),Alicante,2023-05-12T00:00:00.000,134.64,02:25,3,FR~9053~ ~~CRL~05/12/2023 17:20~ALC~05/12/2023 19:45~~,FR 9053,2023-05-12T17:20:00.000,2023-05-12T19:45:00.000
Brussels (Charleroi),Alicante,2023-05-13T00:00:00.000,172.49,02:25,4,FR~3534~ ~~CRL~05/13/2023 15:50~ALC~05/13/2023 18:15~~,FR 3534,2023-05-13T15:50:00.000,2023-05-13T18:15:00.000
Brussels (Charleroi),Alicante,2023-05-13T00:00:00.000,126.24,02:25,-1,FR~9053~ ~~CRL~05/13/2023 18:15~ALC~05/13/2023 20:40~~,FR 9053,2023-05-13T18:15:00.000,2023-05-13T20:40:00.000
Brussels (Charleroi),Alicante,2023-05-14T00:00:00.000,128.24,02:25,1,FR~3534~ ~~CRL~05/14/2023 09:55~ALC~05/14/2023 12:20~~,FR 3534,2023-05-14T09:55:00.000,2023-05-14T12:20:00.000
Brussels (Charleroi),Alicante,2023-05-14T00:00:00.000,133.59,02:25,5,FR~9053~ ~~CRL~05/14/2023 15:00~ALC~05/14/2023 17:25~~,FR 9053,2023-05-14T15:00:00.000,2023-05-14T17:25:00.000
Brussels (Charleroi),Alicante,2023-05-15T00:00:00.000,131.18,02:25,-1,FR~3534~ ~~CRL~05/15/2023 16:55~ALC~05/15/2023 19:20~~,FR 3534,2023-05-15T16:55:00.000,2023-05-15T19:20:00.000
Brussels (Charleroi),Alicante,2023-05-16T00:00:00.000,113.12,02:25,2,FR~3534~ ~~CRL~05/16/2023 06:30~ALC~05/16/2023 08:55~~,FR 3534,2023-05-16T06:30:00.000,2023-05-16T08:55:00.000
Brussels (Charleroi),Alicante,2023-05-16T00:00:00.000,111.54,02:25,3,FR~9053~ ~~CRL~05/16/2023 12:15~ALC~05/16/2023 14:40~~,FR 9053,2023-05-16T12:15:00.000,2023-05-16T14:40:00.000
Brussels (Charleroi),Alicante,2023-05-17T00:00:00.000,177.79,02:25,-1,FR~3534~ ~~CRL~05/17/2023 10:00~ALC~05/17/2023 12:25~~,FR 3534,2023-05-17T10:00:00.000,2023-05-17T12:25:00.000
Brussels (Charleroi),Alicante,2023-05-17T00:00:00.000,148.39,02:25,5,FR~9053~ ~~CRL~05/17/2023 11:05~ALC~05/17/2023 13:30~~,FR 9053,2023-05-17T11:05:00.000,2023-05-17T13:30:00.000
Brussels (Charleroi),Alicante,2023-05-17T00:00:00.000,172.19,02:25,-1,FR~6063~ ~~CRL~05/17/2023 21:55~ALC~05/18/2023 00:20~~,FR 6063,2023-05-17T21:55:00.000,2023-05-18T00:20:00.000
Brussels (Charleroi),Alicante,2023-05-18T00:00:00.000,193.49,02:25,-1,FR~9053~ ~~CRL~05/18/2023 09:00~ALC~05/18/2023 11:25~~,FR 9053,2023-05-18T09:00:00.000,2023-05-18T11:25:00.000
Brussels (Charleroi),Alicante,2023-05-18T00:00:00.000,150.49,02:25,-1,FR~3534~ ~~CRL~05/18/2023 15:05~ALC~05/18/2023 17:30~~,FR 3534,2023-05-18T15:05:00.000,2023-05-18T17:30:00.000
Brussels (Charleroi),Alicante,2023-05-19T00:00:00.000,145.87,02:25,-1,FR~3534~ ~~CRL~05/19/2023 09:45~ALC~05/19/2023 12:10~~,FR 3534,2023-05-19T09:45:00.000,2023-05-19T12:10:00.000
Brussels (Charleroi),Alicante,2023-05-19T00:00:00.000,113.12,02:25,-1,FR~9053~ ~~CRL~05/19/2023 17:20~ALC~05/19/2023 19:45~~,FR 9053,2023-05-19T17:20:00.000,2023-05-19T19:45:00.000
Brussels (Charleroi),Alicante,2023-05-20T00:00:00.000,116.69,02:25,5,FR~3534~ ~~CRL~05/20/2023 15:50~ALC~05/20/2023 18:15~~,FR 3534,2023-05-20T15:50:00.000,2023-05-20T18:15:00.000
Brussels (Charleroi),Alicante,2023-05-20T00:00:00.000,115.79,02:25,-1,FR~9053~ ~~CRL~05/20/2023 18:15~ALC~05/20/2023 20:40~~,FR 9053,2023-05-20T18:15:00.000,2023-05-20T20:40:00.000
Brussels (Charleroi),Alicante,2023-05-21T00:00:00.000,116.69,02:25,-1,FR~3534~ ~~CRL~05/21/2023 09:55~ALC~05/21/2023 12:20~~,FR 3534,2023-05-21T09:55:00.000,2023-05-21T12:20:00.000
Brussels (Charleroi),Alicante,2023-05-21T00:00:00.000,179.19,02:25,-1,FR~9053~ ~~CRL~05/21/2023 15:00~ALC~05/21/2023 17:25~~,FR 9053,2023-05-21T15:00:00.000,2023-05-21T17:25:00.000
Brussels (Charleroi),Alicante,2023-05-22T00:00:00.000,95.99,02:25,5,FR~3534~ ~~CRL~05/22/2023 16:55~ALC~05/22/2023 19:20~~,FR 3534,2023-05-22T16:55:00.000,2023-05-22T19:20:00.000
Brussels (Charleroi),Alicante,2023-05-23T00:00:00.000,86.19,02:25,3,FR~3534~ ~~CRL~05/23/2023 06:30~ALC~05/23/2023 08:55~~,FR 3534,2023-05-23T06:30:00.000,2023-05-23T08:55:00.000
Brussels (Charleroi),Alicante,2023-05-23T00:00:00.000,97.39,02:25,2,FR~9053~ ~~CRL~05/23/2023 12:15~ALC~05/23/2023 14:40~~,FR 9053,2023-05-23T12:15:00.000,2023-05-23T14:40:00.000
Brussels (Charleroi),Alicante,2023-05-24T00:00:00.000,116.69,02:25,-1,FR~3534~ ~~CRL~05/24/2023 10:00~ALC~05/24/2023 12:25~~,FR 3534,2023-05-24T10:00:00.000,2023-05-24T12:25:00.000
Brussels (Charleroi),Alicante,2023-05-24T00:00:00.000,84.99,02:25,-1,FR~9053~ ~~CRL~05/24/2023 11:05~ALC~05/24/2023 13:30~~,FR 9053,2023-05-24T11:05:00.000,2023-05-24T13:30:00.000
Brussels (Charleroi),Alicante,2023-05-24T00:00:00.000,53.39,02:25,2,FR~6063~ ~~CRL~05/24/2023 21:55~ALC~05/25/2023 00:20~~,FR 6063,2023-05-24T21:55:00.000,2023-05-25T00:20:00.000
Brussels (Charleroi),Alicante,2023-05-25T00:00:00.000,63.79,02:25,5,FR~9053~ ~~CRL~05/25/2023 09:00~ALC~05/25/2023 11:25~~,FR 9053,2023-05-25T09:00:00.000,2023-05-25T11:25:00.000
Brussels (Charleroi),Alicante,2023-05-25T00:00:00.000,99.59,02:25,-1,FR~3534~ ~~CRL~05/25/2023 15:05~ALC~05/25/2023 17:30~~,FR 3534,2023-05-25T15:05:00.000,2023-05-25T17:30:00.000
Brussels (Charleroi),Alicante,2023-05-26T00:00:00.000,112.19,02:25,-1,FR~3534~ ~~CRL~05/26/2023 09:45~ALC~05/26/2023 12:10~~,FR 3534,2023-05-26T09:45:00.000,2023-05-26T12:10:00.000
Brussels (Charleroi),Alicante,2023-05-26T00:00:00.000,98.24,02:25,-1,FR~9053~ ~~CRL~05/26/2023 17:20~ALC~05/26/2023 19:45~~,FR 9053,2023-05-26T17:20:00.000,2023-05-26T19:45:00.000
Brussels (Charleroi),Alicante,2023-05-27T00:00:00.000,134.64,02:25,4,FR~3534~ ~~CRL~05/27/2023 15:50~ALC~05/27/2023 18:15~~,FR 3534,2023-05-27T15:50:00.000,2023-05-27T18:15:00.000
Brussels (Charleroi),Alicante,2023-05-27T00:00:00.000,98.24,02:25,2,FR~9053~ ~~CRL~05/27/2023 18:15~ALC~05/27/2023 20:40~~,FR 9053,2023-05-27T18:15:00.000,2023-05-27T20:40:00.000
Brussels (Charleroi),Alicante,2023-05-28T00:00:00.000,100.59,02:25,2,FR~3534~ ~~CRL~05/28/2023 09:55~ALC~05/28/2023 12:20~~,FR 3534,2023-05-28T09:55:00.000,2023-05-28T12:20:00.000
Brussels (Charleroi),Alicante,2023-05-28T00:00:00.000,83.79,02:25,-1,FR~9053~ ~~CRL~05/28/2023 15:00~ALC~05/28/2023 17:25~~,FR 9053,2023-05-28T15:00:00.000,2023-05-28T17:25:00.000
Brussels (Charleroi),Alicante,2023-05-29T00:00:00.000,116.69,02:25,-1,FR~3534~ ~~CRL~05/29/2023 16:55~ALC~05/29/2023 19:20~~,FR 3534,2023-05-29T16:55:00.000,2023-05-29T19:20:00.000
Brussels (Charleroi),Alicante,2023-05-30T00:00:00.000,77.09,02:25,3,FR~3534~ ~~CRL~05/30/2023 06:30~ALC~05/30/2023 08:55~~,FR 3534,2023-05-30T06:30:00.000,2023-05-30T08:55:00.000
Brussels (Charleroi),Alicante,2023-05-30T00:00:00.000,82.74,02:25,-1,FR~9053~ ~~CRL~05/30/2023 12:15~ALC~05/30/2023 14:40~~,FR 9053,2023-05-30T12:15:00.000,2023-05-30T14:40:00.000
Brussels (Charleroi),Alicante,2023-05-31T00:00:00.000,88.74,02:25,5,FR~3534~ ~~CRL~05/31/2023 10:00~ALC~05/31/2023 12:25~~,FR 3534,2023-05-31T10:00:00.000,2023-05-31T12:25:00.000
Brussels (Charleroi),Alicante,2023-05-31T00:00:00.000,97.39,02:25,-1,FR~9053~ ~~CRL~05/31/2023 11:05~ALC~05/31/2023 13:30~~,FR 9053,2023-05-31T11:05:00.000,2023-05-31T13:30:00.000
Brussels (Charleroi),Alicante,2023-05-31T00:00:00.000,55.4,02:25,3,FR~6063~ ~~CRL~05/31/2023 21:55~ALC~06/01/2023 00:20~~,FR 6063,2023-05-31T21:55:00.000,2023-06-01T00:20:00.000
Brussels (Charleroi),Alicante,2023-06-01T00:00:00.000,87.99,02:25,4,FR~9053~ ~~CRL~06/01/2023 09:00~ALC~06/01/2023 11:25~~,FR 9053,2023-06-01T09:00:00.000,2023-06-01T11:25:00.000
Brussels (Charleroi),Alicante,2023-06-01T00:00:00.000,94.99,02:25,2,FR~3534~ ~~CRL~06/01/2023 15:05~ALC~06/01/2023 17:30~~,FR 3534,2023-06-01T15:05:00.000,2023-06-01T17:30:00.000
Brussels (Charleroi),Alicante,2023-06-02T00:00:00.000,116.69,02:25,-1,FR~3534~ ~~CRL~06/02/2023 09:45~ALC~06/02/2023 12:10~~,FR 3534,2023-06-02T09:45:00.000,2023-06-02T12:10:00.000
