flight_id;from_airport;to_airport;departure_date_time;arrival_date_time;marketing_airline_name;flight_number;price;link
BRUIBZ20230929HV9009;BRU;IBZ;2023-09-29T16:50:00;2023-09-29T19:15:00;HV;9009;146.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=IBZ&ap=1&cp=0&od=29&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUIBZ20230930HV9013;BRU;IBZ;2023-09-30T17:40:00;2023-09-30T20:05:00;HV;9013;114.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=IBZ&ap=1&cp=0&od=30&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230629HV9033;BRU;AGP;2023-06-29T16:45:00;2023-06-29T19:35:00;HV;9033;165.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=29&om=6&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230630HV9033;BRU;AGP;2023-06-30T16:00:00;2023-06-30T18:50:00;HV;9033;184.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=30&om=6&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230702HV9033;BRU;AGP;2023-07-02T17:05:00;2023-07-02T19:55:00;HV;9033;184.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=2&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230703HV9033;BRU;AGP;2023-07-03T07:30:00;2023-07-03T10:20:00;HV;9033;184.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=3&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230704HV9033;BRU;AGP;2023-07-04T15:55:00;2023-07-04T18:45:00;HV;9033;201.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=4&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230705HV9031;BRU;AGP;2023-07-05T17:05:00;2023-07-05T19:55:00;HV;9031;184.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=5&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230706HV9033;BRU;AGP;2023-07-06T16:45:00;2023-07-06T19:35:00;HV;9033;167.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=6&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230707HV9033;BRU;AGP;2023-07-07T16:00:00;2023-07-07T18:50:00;HV;9033;238.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=7&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230709HV9033;BRU;AGP;2023-07-09T17:05:00;2023-07-09T19:55:00;HV;9033;219.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=9&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230710HV9033;BRU;AGP;2023-07-10T07:30:00;2023-07-10T10:20:00;HV;9033;238.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=10&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230711HV9033;BRU;AGP;2023-07-11T15:55:00;2023-07-11T18:45:00;HV;9033;201.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=11&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230712HV9031;BRU;AGP;2023-07-12T17:05:00;2023-07-12T19:55:00;HV;9031;219.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=12&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230713HV9033;BRU;AGP;2023-07-13T16:45:00;2023-07-13T19:35:00;HV;9033;201.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=13&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230714HV9033;BRU;AGP;2023-07-14T16:00:00;2023-07-14T18:50:00;HV;9033;219.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=14&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230716HV9033;BRU;AGP;2023-07-16T17:05:00;2023-07-16T19:55:00;HV;9033;219.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=16&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230717HV9033;BRU;AGP;2023-07-17T07:30:00;2023-07-17T10:20:00;HV;9033;258.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=17&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230718HV9033;BRU;AGP;2023-07-18T15:55:00;2023-07-18T18:45:00;HV;9033;201.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=18&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230719HV9031;BRU;AGP;2023-07-19T17:05:00;2023-07-19T19:55:00;HV;9031;201.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=19&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230720HV9033;BRU;AGP;2023-07-20T16:45:00;2023-07-20T19:35:00;HV;9033;184.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=20&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230721HV9033;BRU;AGP;2023-07-21T16:00:00;2023-07-21T18:50:00;HV;9033;201.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=21&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230723HV9033;BRU;AGP;2023-07-23T17:05:00;2023-07-23T19:55:00;HV;9033;184.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=23&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230724HV9033;BRU;AGP;2023-07-24T07:30:00;2023-07-24T10:20:00;HV;9033;219.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=24&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230725HV9033;BRU;AGP;2023-07-25T15:55:00;2023-07-25T18:45:00;HV;9033;167.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=25&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230726HV9031;BRU;AGP;2023-07-26T17:05:00;2023-07-26T19:55:00;HV;9031;152.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=26&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230727HV9033;BRU;AGP;2023-07-27T16:45:00;2023-07-27T19:35:00;HV;9033;152.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=27&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230728HV9033;BRU;AGP;2023-07-28T16:00:00;2023-07-28T18:50:00;HV;9033;152.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=28&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230730HV9033;BRU;AGP;2023-07-30T17:05:00;2023-07-30T19:55:00;HV;9033;152.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=30&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230731HV9033;BRU;AGP;2023-07-31T07:30:00;2023-07-31T10:20:00;HV;9033;184.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=31&om=7&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230801HV9033;BRU;AGP;2023-08-01T15:55:00;2023-08-01T18:45:00;HV;9033;197.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=1&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230802HV9031;BRU;AGP;2023-08-02T17:05:00;2023-08-02T19:55:00;HV;9031;122.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=2&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230803HV9033;BRU;AGP;2023-08-03T16:45:00;2023-08-03T19:35:00;HV;9033;122.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=3&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230804HV9033;BRU;AGP;2023-08-04T16:00:00;2023-08-04T18:50:00;HV;9033;135.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=4&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230806HV9033;BRU;AGP;2023-08-06T17:05:00;2023-08-06T19:55:00;HV;9033;122.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=6&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230807HV9033;BRU;AGP;2023-08-07T07:30:00;2023-08-07T10:20:00;HV;9033;135.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=7&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230808HV9033;BRU;AGP;2023-08-08T15:55:00;2023-08-08T18:45:00;HV;9033;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=8&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230809HV9031;BRU;AGP;2023-08-09T17:05:00;2023-08-09T19:55:00;HV;9031;97.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=9&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230810HV9033;BRU;AGP;2023-08-10T16:45:00;2023-08-10T19:35:00;HV;9033;87.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=10&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230811HV9033;BRU;AGP;2023-08-11T16:00:00;2023-08-11T18:50:00;HV;9033;122.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=11&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230813HV9033;BRU;AGP;2023-08-13T17:05:00;2023-08-13T19:55:00;HV;9033;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=13&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230814HV9033;BRU;AGP;2023-08-14T07:30:00;2023-08-14T10:20:00;HV;9033;122.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=14&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230815HV9033;BRU;AGP;2023-08-15T15:55:00;2023-08-15T18:45:00;HV;9033;87.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=15&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230816HV9031;BRU;AGP;2023-08-16T17:05:00;2023-08-16T19:55:00;HV;9031;68.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=16&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230817HV9033;BRU;AGP;2023-08-17T16:45:00;2023-08-17T19:35:00;HV;9033;61.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=17&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230818HV9033;BRU;AGP;2023-08-18T16:00:00;2023-08-18T18:50:00;HV;9033;78.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=18&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230820HV9033;BRU;AGP;2023-08-20T17:05:00;2023-08-20T19:55:00;HV;9033;78.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=20&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230821HV9033;BRU;AGP;2023-08-21T07:30:00;2023-08-21T10:20:00;HV;9033;87.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=21&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230822HV9033;BRU;AGP;2023-08-22T15:55:00;2023-08-22T18:45:00;HV;9033;61.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=22&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230823HV9031;BRU;AGP;2023-08-23T17:05:00;2023-08-23T19:55:00;HV;9031;44.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=23&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230824HV9033;BRU;AGP;2023-08-24T16:45:00;2023-08-24T19:35:00;HV;9033;68.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=24&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230825HV9033;BRU;AGP;2023-08-25T16:00:00;2023-08-25T18:50:00;HV;9033;68.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=25&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230827HV9033;BRU;AGP;2023-08-27T17:05:00;2023-08-27T19:55:00;HV;9033;49.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=27&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230829HV9033;BRU;AGP;2023-08-29T15:25:00;2023-08-29T18:15:00;HV;9033;49.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=29&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230830HV9031;BRU;AGP;2023-08-30T17:05:00;2023-08-30T19:55:00;HV;9031;49.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=30&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230831HV9033;BRU;AGP;2023-08-31T07:30:00;2023-08-31T10:20:00;HV;9033;78.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=31&om=8&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230901HV9033;BRU;AGP;2023-09-01T16:15:00;2023-09-01T19:05:00;HV;9033;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=1&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230903HV9033;BRU;AGP;2023-09-03T15:20:00;2023-09-03T18:10:00;HV;9033;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=3&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230905HV9033;BRU;AGP;2023-09-05T15:25:00;2023-09-05T18:15:00;HV;9033;97.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=5&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230906HV9031;BRU;AGP;2023-09-06T17:05:00;2023-09-06T19:55:00;HV;9031;122.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=6&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230907HV9033;BRU;AGP;2023-09-07T07:30:00;2023-09-07T10:20:00;HV;9033;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=7&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230908HV9033;BRU;AGP;2023-09-08T16:15:00;2023-09-08T19:05:00;HV;9033;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=8&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230910HV9033;BRU;AGP;2023-09-10T15:20:00;2023-09-10T18:10:00;HV;9033;97.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=10&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230912HV9033;BRU;AGP;2023-09-12T15:25:00;2023-09-12T18:15:00;HV;9033;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=12&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230913HV9031;BRU;AGP;2023-09-13T17:05:00;2023-09-13T19:55:00;HV;9031;87.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=13&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230914HV9033;BRU;AGP;2023-09-14T07:30:00;2023-09-14T10:20:00;HV;9033;135.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=14&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230915HV9033;BRU;AGP;2023-09-15T16:15:00;2023-09-15T19:05:00;HV;9033;135.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=15&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230917HV9033;BRU;AGP;2023-09-17T15:20:00;2023-09-17T18:10:00;HV;9033;87.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=17&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230919HV9033;BRU;AGP;2023-09-19T15:25:00;2023-09-19T18:15:00;HV;9033;87.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=19&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230920HV9031;BRU;AGP;2023-09-20T17:05:00;2023-09-20T19:55:00;HV;9031;87.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=20&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230921HV9033;BRU;AGP;2023-09-21T07:30:00;2023-09-21T10:20:00;HV;9033;149.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=21&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230922HV9033;BRU;AGP;2023-09-22T16:15:00;2023-09-22T19:05:00;HV;9033;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=22&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230924HV9033;BRU;AGP;2023-09-24T15:20:00;2023-09-24T18:10:00;HV;9033;87.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=24&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230926HV9033;BRU;AGP;2023-09-26T15:25:00;2023-09-26T18:15:00;HV;9033;68.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=26&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230927HV9031;BRU;AGP;2023-09-27T17:05:00;2023-09-27T19:55:00;HV;9031;68.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=27&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230928HV9033;BRU;AGP;2023-09-28T07:30:00;2023-09-28T10:20:00;HV;9033;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=28&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20230929HV9033;BRU;AGP;2023-09-29T16:15:00;2023-09-29T19:05:00;HV;9033;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=29&om=9&oy=2023&utm_source=API&utm_medium=Public
BRUAGP20231001HV9033;BRU;AGP;2023-10-01T15:20:00;2023-10-01T18:10:00;HV;9033;122.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=AGP&ap=1&cp=0&od=1&om=10&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230508HV9007;BRU;FAO;2023-05-08T15:40:00;2023-05-08T17:35:00;HV;9007;233.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=8&om=5&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230511HV9007;BRU;FAO;2023-05-11T16:45:00;2023-05-11T18:40:00;HV;9007;122.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=11&om=5&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230512HV9007;BRU;FAO;2023-05-12T07:15:00;2023-05-12T09:10:00;HV;9007;122.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=12&om=5&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230514HV9007;BRU;FAO;2023-05-14T07:10:00;2023-05-14T09:05:00;HV;9007;149.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=14&om=5&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230515HV9007;BRU;FAO;2023-05-15T15:40:00;2023-05-15T17:35:00;HV;9007;180.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=15&om=5&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230518HV9007;BRU;FAO;2023-05-18T16:45:00;2023-05-18T18:40:00;HV;9007;180.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=18&om=5&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230519HV9007;BRU;FAO;2023-05-19T07:15:00;2023-05-19T09:10:00;HV;9007;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=19&om=5&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230521HV9007;BRU;FAO;2023-05-21T07:10:00;2023-05-21T09:05:00;HV;9007;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=21&om=5&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230522HV9007;BRU;FAO;2023-05-22T15:40:00;2023-05-22T17:35:00;HV;9007;180.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=22&om=5&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230525HV9007;BRU;FAO;2023-05-25T16:45:00;2023-05-25T18:40:00;HV;9007;135.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=25&om=5&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230526HV9007;BRU;FAO;2023-05-26T07:15:00;2023-05-26T09:10:00;HV;9007;149.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=26&om=5&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230528HV9007;BRU;FAO;2023-05-28T07:10:00;2023-05-28T09:05:00;HV;9007;122.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=28&om=5&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230529HV9007;BRU;FAO;2023-05-29T15:40:00;2023-05-29T17:35:00;HV;9007;122.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=29&om=5&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230601HV9007;BRU;FAO;2023-06-01T16:45:00;2023-06-01T18:40:00;HV;9007;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=1&om=6&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230602HV9007;BRU;FAO;2023-06-02T07:15:00;2023-06-02T09:10:00;HV;9007;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=2&om=6&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230604HV9007;BRU;FAO;2023-06-04T07:10:00;2023-06-04T09:05:00;HV;9007;87.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=4&om=6&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230605HV9007;BRU;FAO;2023-06-05T15:40:00;2023-06-05T17:35:00;HV;9007;97.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=5&om=6&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230608HV9007;BRU;FAO;2023-06-08T16:45:00;2023-06-08T18:40:00;HV;9007;109.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=8&om=6&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230609HV9007;BRU;FAO;2023-06-09T07:15:00;2023-06-09T09:10:00;HV;9007;87.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=9&om=6&oy=2023&utm_source=API&utm_medium=Public
BRUFAO20230611HV9007;BRU;FAO;2023-06-11T07:10:00;2023-06-11T09:05:00;HV;9007;87.0;https://www.transavia.com/nl-NL/bookingtool/flights/deeplink?ds=BRU&as=FAO&ap=1&cp=0&od=11&om=6&oy=2023&utm_source=API&utm_medium=Public
