originName,destinationName,dateOut,prijs,timeOut,timeArrival,flightDuration,plaatsenOver,flightKey,flightNumber
Brussels (Charleroi),Alicante,2023-09-27T00:00:00.000,32.99,02:25,-1,FR~6063~ ~~CRL~09/27/2023 21:55~ALC~09/28/2023 00:20~~,FR 6063,2023-09-27T21:55:00.000,2023-09-28T00:20:00.000
Brussels (Charleroi),Alicante,2023-05-24T00:00:00.000,89.49,02:25,-1,FR~3534~ ~~CRL~05/24/2023 10:00~ALC~05/24/2023 12:25~~,FR 3534,2023-05-24T10:00:00.000,2023-05-24T12:25:00.000
Brussels (Charleroi),Alicante,2023-05-24T00:00:00.000,77.79,02:25,-1,FR~9053~ ~~CRL~05/24/2023 11:30~ALC~05/24/2023 13:55~~,FR 9053,2023-05-24T11:30:00.000,2023-05-24T13:55:00.000
Brussels (Charleroi),Alicante,2023-05-24T00:00:00.000,62.74,02:25,-1,FR~6063~ ~~CRL~05/24/2023 21:55~ALC~05/25/2023 00:20~~,FR 6063,2023-05-24T21:55:00.000,2023-05-25T00:20:00.000
Brussels (Charleroi),Alicante,2023-09-01T00:00:00.000,101.39,02:25,-1,FR~3534~ ~~CRL~09/01/2023 09:45~ALC~09/01/2023 12:10~~,FR 3534,2023-09-01T09:45:00.000,2023-09-01T12:10:00.000
Brussels (Charleroi),Alicante,2023-09-01T00:00:00.000,84.62,02:25,1,FR~9053~ ~~CRL~09/01/2023 17:20~ALC~09/01/2023 19:45~~,FR 9053,2023-09-01T17:20:00.000,2023-09-01T19:45:00.000
Brussels (Charleroi),Mallorca,2023-09-09T00:00:00.000,67.99,02:10,-1,FR~7831~ ~~CRL~09/09/2023 17:20~PMI~09/09/2023 19:30~~,FR 7831,2023-09-09T17:20:00.000,2023-09-09T19:30:00.000
Brussels (Charleroi),Ibiza,2023-05-23T00:00:00.000,73.21,02:25,-1,FR~6456~ ~~CRL~05/23/2023 09:25~IBZ~05/23/2023 11:50~~,FR 6456,2023-05-23T09:25:00.000,2023-05-23T11:50:00.000
Brussels (Charleroi),Alicante,2023-08-02T00:00:00.000,197.49,02:25,-1,FR~3534~ ~~CRL~08/02/2023 10:00~ALC~08/02/2023 12:25~~,FR 3534,2023-08-02T10:00:00.000,2023-08-02T12:25:00.000
Brussels (Charleroi),Alicante,2023-08-02T00:00:00.000,156.44,02:25,-1,FR~9053~ ~~CRL~08/02/2023 11:30~ALC~08/02/2023 13:55~~,FR 9053,2023-08-02T11:30:00.000,2023-08-02T13:55:00.000
Brussels (Charleroi),Alicante,2023-08-02T00:00:00.000,88.59,02:25,-1,FR~6063~ ~~CRL~08/02/2023 21:55~ALC~08/03/2023 00:20~~,FR 6063,2023-08-02T21:55:00.000,2023-08-03T00:20:00.000
Brussels (Charleroi),Alicante,2023-08-18T00:00:00.000,88.59,02:25,1,FR~3534~ ~~CRL~08/18/2023 09:45~ALC~08/18/2023 12:10~~,FR 3534,2023-08-18T09:45:00.000,2023-08-18T12:10:00.000
Brussels (Charleroi),Alicante,2023-08-18T00:00:00.000,87.99,02:25,1,FR~9053~ ~~CRL~08/18/2023 17:20~ALC~08/18/2023 19:45~~,FR 9053,2023-08-18T17:20:00.000,2023-08-18T19:45:00.000
Brussels (Charleroi),Alicante,2023-05-02T00:00:00.000,129.42,02:25,3,FR~3534~ ~~CRL~05/02/2023 06:30~ALC~05/02/2023 08:55~~,FR 3534,2023-05-02T06:30:00.000,2023-05-02T08:55:00.000
Brussels (Charleroi),Alicante,2023-05-02T00:00:00.000,160.99,02:25,4,FR~9053~ ~~CRL~05/02/2023 12:15~ALC~05/02/2023 14:40~~,FR 9053,2023-05-02T12:15:00.000,2023-05-02T14:40:00.000
Brussels,Mallorca,2023-06-21T00:00:00.000,66.87,02:15,-1,FR~2915~ ~~BRU~06/21/2023 17:25~PMI~06/21/2023 19:40~~,FR 2915,2023-06-21T17:25:00.000,2023-06-21T19:40:00.000
Brussels (Charleroi),Alicante,2023-07-19T00:00:00.000,203.99,02:25,-1,FR~3534~ ~~CRL~07/19/2023 10:00~ALC~07/19/2023 12:25~~,FR 3534,2023-07-19T10:00:00.000,2023-07-19T12:25:00.000
Brussels (Charleroi),Alicante,2023-07-19T00:00:00.000,228.49,02:25,-1,FR~9053~ ~~CRL~07/19/2023 11:30~ALC~07/19/2023 13:55~~,FR 9053,2023-07-19T11:30:00.000,2023-07-19T13:55:00.000
Brussels (Charleroi),Alicante,2023-07-19T00:00:00.000,126.24,02:25,-1,FR~6063~ ~~CRL~07/19/2023 21:55~ALC~07/20/2023 00:20~~,FR 6063,2023-07-19T21:55:00.000,2023-07-20T00:20:00.000
Brussels (Charleroi),Alicante,2023-09-10T00:00:00.000,101.39,02:25,-1,FR~3534~ ~~CRL~09/10/2023 09:55~ALC~09/10/2023 12:20~~,FR 3534,2023-09-10T09:55:00.000,2023-09-10T12:20:00.000
Brussels (Charleroi),Alicante,2023-05-29T00:00:00.000,89.49,02:25,-1,FR~3534~ ~~CRL~05/29/2023 16:55~ALC~05/29/2023 19:20~~,FR 3534,2023-05-29T16:55:00.000,2023-05-29T19:20:00.000
Brussels,Mallorca,2023-07-31T00:00:00.000,155.27,02:15,-1,FR~2915~ ~~BRU~07/31/2023 20:25~PMI~07/31/2023 22:40~~,FR 2915,2023-07-31T20:25:00.000,2023-07-31T22:40:00.000
Brussels (Charleroi),Alicante,2023-07-25T00:00:00.000,203.99,02:25,-1,FR~3534~ ~~CRL~07/25/2023 06:30~ALC~07/25/2023 08:55~~,FR 3534,2023-07-25T06:30:00.000,2023-07-25T08:55:00.000
Brussels (Charleroi),Alicante,2023-07-25T00:00:00.000,193.49,02:25,-1,FR~9053~ ~~CRL~07/25/2023 12:15~ALC~07/25/2023 14:40~~,FR 9053,2023-07-25T12:15:00.000,2023-07-25T14:40:00.000
Brussels (Charleroi),Alicante,2023-07-12T00:00:00.000,149.81,02:25,1,FR~3534~ ~~CRL~07/12/2023 10:00~ALC~07/12/2023 12:25~~,FR 3534,2023-07-12T10:00:00.000,2023-07-12T12:25:00.000
Brussels (Charleroi),Alicante,2023-07-12T00:00:00.000,180.19,02:25,1,FR~9053~ ~~CRL~07/12/2023 11:30~ALC~07/12/2023 13:55~~,FR 9053,2023-07-12T11:30:00.000,2023-07-12T13:55:00.000
Brussels (Charleroi),Alicante,2023-07-12T00:00:00.000,135.64,02:25,4,FR~6063~ ~~CRL~07/12/2023 21:55~ALC~07/13/2023 00:20~~,FR 6063,2023-07-12T21:55:00.000,2023-07-13T00:20:00.000
Brussels (Charleroi),Alicante,2023-04-16T00:00:00.000,123.54,02:25,-1,FR~3534~ ~~CRL~04/16/2023 09:55~ALC~04/16/2023 12:20~~,FR 3534,2023-04-16T09:55:00.000,2023-04-16T12:20:00.000
Brussels (Charleroi),Malaga,2023-08-05T00:00:00.000,71.49,02:45,-1,FR~1916~ ~~CRL~08/05/2023 13:35~AGP~08/05/2023 16:20~~,FR 1916,2023-08-05T13:35:00.000,2023-08-05T16:20:00.000
Brussels (Charleroi),Malaga,2023-08-21T00:00:00.000,37.73,02:45,1,FR~1916~ ~~CRL~08/21/2023 19:20~AGP~08/21/2023 22:05~~,FR 1916,2023-08-21T19:20:00.000,2023-08-21T22:05:00.000
Brussels (Charleroi),Alicante,2023-06-16T00:00:00.000,85.62,02:25,-1,FR~3534~ ~~CRL~06/16/2023 09:45~ALC~06/16/2023 12:10~~,FR 3534,2023-06-16T09:45:00.000,2023-06-16T12:10:00.000
Brussels,Malaga,2023-07-12T00:00:00.000,177.14,02:55,-1,FR~2923~ ~~BRU~07/12/2023 10:05~AGP~07/12/2023 13:00~~,FR 2923,2023-07-12T10:05:00.000,2023-07-12T13:00:00.000
Brussels (Charleroi),Alicante,2023-06-16T00:00:00.000,74.24,02:25,-1,FR~9053~ ~~CRL~06/16/2023 17:20~ALC~06/16/2023 19:45~~,FR 9053,2023-06-16T17:20:00.000,2023-06-16T19:45:00.000
Brussels (Charleroi),Naples,2023-04-17T00:00:00.000,38.34,02:15,4,FR~1302~ ~~CRL~04/17/2023 06:30~NAP~04/17/2023 08:45~~,FR 1302,2023-04-17T06:30:00.000,2023-04-17T08:45:00.000
Brussels (Charleroi),Naples,2023-04-17T00:00:00.000,49.68,02:15,3,FR~1310~ ~~CRL~04/17/2023 09:30~NAP~04/17/2023 11:45~~,FR 1310,2023-04-17T09:30:00.000,2023-04-17T11:45:00.000
Brussels (Charleroi),Alicante,2023-05-07T00:00:00.000,152.59,02:25,-1,FR~3534~ ~~CRL~05/07/2023 09:55~ALC~05/07/2023 12:20~~,FR 3534,2023-05-07T09:55:00.000,2023-05-07T12:20:00.000
Brussels (Charleroi),Alicante,2023-05-07T00:00:00.000,198.79,02:25,2,FR~9053~ ~~CRL~05/07/2023 15:00~ALC~05/07/2023 17:25~~,FR 9053,2023-05-07T15:00:00.000,2023-05-07T17:25:00.000
Brussels (Charleroi),Ibiza,2023-07-20T00:00:00.000,128.36,02:25,-1,FR~6456~ ~~CRL~07/20/2023 10:20~IBZ~07/20/2023 12:45~~,FR 6456,2023-07-20T10:20:00.000,2023-07-20T12:45:00.000
Brussels (Charleroi),Alicante,2023-06-04T00:00:00.000,179.19,02:25,3,FR~3534~ ~~CRL~06/04/2023 09:55~ALC~06/04/2023 12:20~~,FR 3534,2023-06-04T09:55:00.000,2023-06-04T12:20:00.000
Brussels (Charleroi),Alicante,2023-06-04T00:00:00.000,75.7,02:25,-1,FR~9053~ ~~CRL~06/04/2023 15:00~ALC~06/04/2023 17:25~~,FR 9053,2023-06-04T15:00:00.000,2023-06-04T17:25:00.000
Brussels (Charleroi),Alicante,2023-06-29T00:00:00.000,134.59,02:25,1,FR~9053~ ~~CRL~06/29/2023 09:00~ALC~06/29/2023 11:25~~,FR 9053,2023-06-29T09:00:00.000,2023-06-29T11:25:00.000
Brussels (Charleroi),Alicante,2023-06-29T00:00:00.000,134.59,02:25,-1,FR~3534~ ~~CRL~06/29/2023 15:05~ALC~06/29/2023 17:30~~,FR 3534,2023-06-29T15:05:00.000,2023-06-29T17:30:00.000
Brussels (Charleroi),Malaga,2023-06-19T00:00:00.000,54.74,02:45,3,FR~1916~ ~~CRL~06/19/2023 19:20~AGP~06/19/2023 22:05~~,FR 1916,2023-06-19T19:20:00.000,2023-06-19T22:05:00.000
Brussels (Charleroi),Alicante,2023-05-13T00:00:00.000,111.54,02:25,1,FR~3534~ ~~CRL~05/13/2023 15:50~ALC~05/13/2023 18:15~~,FR 3534,2023-05-13T15:50:00.000,2023-05-13T18:15:00.000
Brussels (Charleroi),Alicante,2023-05-13T00:00:00.000,111.54,02:25,5,FR~9053~ ~~CRL~05/13/2023 18:15~ALC~05/13/2023 20:40~~,FR 9053,2023-05-13T18:15:00.000,2023-05-13T20:40:00.000
Brussels (Charleroi),Ibiza,2023-09-15T00:00:00.000,128.36,02:25,-1,FR~6456~ ~~CRL~09/15/2023 16:15~IBZ~09/15/2023 18:40~~,FR 6456,2023-09-15T16:15:00.000,2023-09-15T18:40:00.000
Brussels (Charleroi),Alicante,2023-08-24T00:00:00.000,55.94,02:25,1,FR~9053~ ~~CRL~08/24/2023 09:00~ALC~08/24/2023 11:25~~,FR 9053,2023-08-24T09:00:00.000,2023-08-24T11:25:00.000
Brussels (Charleroi),Alicante,2023-08-24T00:00:00.000,51.64,02:25,-1,FR~3534~ ~~CRL~08/24/2023 15:05~ALC~08/24/2023 17:30~~,FR 3534,2023-08-24T15:05:00.000,2023-08-24T17:30:00.000
Brussels (Charleroi),Ibiza,2023-05-05T00:00:00.000,89.92,02:25,-1,FR~6456~ ~~CRL~05/05/2023 16:15~IBZ~05/05/2023 18:40~~,FR 6456,2023-05-05T16:15:00.000,2023-05-05T18:40:00.000
Brussels (Charleroi),Ibiza,2023-06-27T00:00:00.000,46.85,02:25,4,FR~6456~ ~~CRL~06/27/2023 09:25~IBZ~06/27/2023 11:50~~,FR 6456,2023-06-27T09:25:00.000,2023-06-27T11:50:00.000
Brussels (Charleroi),Alicante,2023-06-23T00:00:00.000,102.39,02:25,1,FR~3534~ ~~CRL~06/23/2023 09:45~ALC~06/23/2023 12:10~~,FR 3534,2023-06-23T09:45:00.000,2023-06-23T12:10:00.000
Brussels (Charleroi),Alicante,2023-06-23T00:00:00.000,97.99,02:25,-1,FR~9053~ ~~CRL~06/23/2023 17:20~ALC~06/23/2023 19:45~~,FR 9053,2023-06-23T17:20:00.000,2023-06-23T19:45:00.000
Brussels (Charleroi),Alicante,2023-07-06T00:00:00.000,155.39,02:25,-1,FR~9053~ ~~CRL~07/06/2023 09:00~ALC~07/06/2023 11:25~~,FR 9053,2023-07-06T09:00:00.000,2023-07-06T11:25:00.000
Brussels (Charleroi),Alicante,2023-07-06T00:00:00.000,167.99,02:25,2,FR~3534~ ~~CRL~07/06/2023 15:05~ALC~07/06/2023 17:30~~,FR 3534,2023-07-06T15:05:00.000,2023-07-06T17:30:00.000
Brussels (Charleroi),Alicante,2023-08-11T00:00:00.000,128.29,02:25,1,FR~3534~ ~~CRL~08/11/2023 09:45~ALC~08/11/2023 12:10~~,FR 3534,2023-08-11T09:45:00.000,2023-08-11T12:10:00.000
Brussels (Charleroi),Alicante,2023-08-11T00:00:00.000,116.74,02:25,-1,FR~9053~ ~~CRL~08/11/2023 17:20~ALC~08/11/2023 19:45~~,FR 9053,2023-08-11T17:20:00.000,2023-08-11T19:45:00.000
Brussels (Charleroi),Alicante,2023-09-17T00:00:00.000,77.09,02:25,3,FR~3534~ ~~CRL~09/17/2023 09:55~ALC~09/17/2023 12:20~~,FR 3534,2023-09-17T09:55:00.000,2023-09-17T12:20:00.000
Brussels (Charleroi),Alicante,2023-04-27T00:00:00.000,238.39,02:25,-1,FR~9053~ ~~CRL~04/27/2023 09:00~ALC~04/27/2023 11:25~~,FR 9053,2023-04-27T09:00:00.000,2023-04-27T11:25:00.000
Brussels (Charleroi),Alicante,2023-04-27T00:00:00.000,188.99,02:25,1,FR~3534~ ~~CRL~04/27/2023 15:05~ALC~04/27/2023 17:30~~,FR 3534,2023-04-27T15:05:00.000,2023-04-27T17:30:00.000
Brussels (Charleroi),Malaga,2023-04-27T00:00:00.000,238.39,02:45,5,FR~1916~ ~~CRL~04/27/2023 17:30~AGP~04/27/2023 20:15~~,FR 1916,2023-04-27T17:30:00.000,2023-04-27T20:15:00.000
Brussels (Charleroi),Malaga,2023-05-11T00:00:00.000,87.99,02:45,3,FR~1916~ ~~CRL~05/11/2023 17:30~AGP~05/11/2023 20:15~~,FR 1916,2023-05-11T17:30:00.000,2023-05-11T20:15:00.000
Brussels (Charleroi),Mallorca,2023-06-21T00:00:00.000,42.09,02:10,5,FR~7831~ ~~CRL~06/21/2023 06:55~PMI~06/21/2023 09:05~~,FR 7831,2023-06-21T06:55:00.000,2023-06-21T09:05:00.000
Brussels (Charleroi),Alicante,2023-05-19T00:00:00.000,111.29,02:25,-1,FR~3534~ ~~CRL~05/19/2023 09:45~ALC~05/19/2023 12:10~~,FR 3534,2023-05-19T09:45:00.000,2023-05-19T12:10:00.000
Brussels (Charleroi),Alicante,2023-05-19T00:00:00.000,117.59,02:25,-1,FR~9053~ ~~CRL~05/19/2023 17:20~ALC~05/19/2023 19:45~~,FR 9053,2023-05-19T17:20:00.000,2023-05-19T19:45:00.000
Brussels (Charleroi),Malaga,2023-09-30T00:00:00.000,134.64,02:45,-1,FR~1916~ ~~CRL~09/30/2023 13:35~AGP~09/30/2023 16:20~~,FR 1916,2023-09-30T13:35:00.000,2023-09-30T16:20:00.000
Brussels (Charleroi),Alicante,2023-04-22T00:00:00.000,167.17,02:25,1,FR~3534~ ~~CRL~04/22/2023 15:50~ALC~04/22/2023 18:15~~,FR 3534,2023-04-22T15:50:00.000,2023-04-22T18:15:00.000
Brussels (Charleroi),Mallorca,2023-07-31T00:00:00.000,173.99,02:10,5,FR~7831~ ~~CRL~07/31/2023 08:30~PMI~07/31/2023 10:40~~,FR 7831,2023-07-31T08:30:00.000,2023-07-31T10:40:00.000
Brussels (Charleroi),Ibiza,2023-05-14T00:00:00.000,128.36,02:25,-1,FR~6456~ ~~CRL~05/14/2023 07:30~IBZ~05/14/2023 09:55~~,FR 6456,2023-05-14T07:30:00.000,2023-05-14T09:55:00.000
Brussels (Charleroi),Alicante,2023-04-12T00:00:00.000,None,02:25,0,FR~3534~ ~~CRL~04/12/2023 10:00~ALC~04/12/2023 12:25~~,FR 3534,2023-04-12T10:00:00.000,2023-04-12T12:25:00.000
Brussels (Charleroi),Alicante,2023-04-12T00:00:00.000,None,02:25,0,FR~9053~ ~~CRL~04/12/2023 14:45~ALC~04/12/2023 17:10~~,FR 9053,2023-04-12T14:45:00.000,2023-04-12T17:10:00.000
Brussels (Charleroi),Alicante,2023-04-12T00:00:00.000,142.34,02:25,2,FR~6063~ ~~CRL~04/12/2023 21:55~ALC~04/13/2023 00:20~~,FR 6063,2023-04-12T21:55:00.000,2023-04-13T00:20:00.000
Brussels (Charleroi),Ibiza,2023-10-01T00:00:00.000,62.7,02:25,-1,FR~6456~ ~~CRL~10/01/2023 07:30~IBZ~10/01/2023 09:55~~,FR 6456,2023-10-01T07:30:00.000,2023-10-01T09:55:00.000
Brussels,Malaga,2023-08-06T00:00:00.000,177.57,02:55,2,FR~2923~ ~~BRU~08/06/2023 09:55~AGP~08/06/2023 12:50~~,FR 2923,2023-08-06T09:55:00.000,2023-08-06T12:50:00.000
Brussels (Charleroi),Alicante,2023-06-11T00:00:00.000,115.89,02:25,3,FR~3534~ ~~CRL~06/11/2023 09:55~ALC~06/11/2023 12:20~~,FR 3534,2023-06-11T09:55:00.000,2023-06-11T12:20:00.000
Brussels (Charleroi),Alicante,2023-06-11T00:00:00.000,102.39,02:25,3,FR~9053~ ~~CRL~06/11/2023 15:00~ALC~06/11/2023 17:25~~,FR 9053,2023-06-11T15:00:00.000,2023-06-11T17:25:00.000
Brussels (Charleroi),Ibiza,2023-08-01T00:00:00.000,152.47,02:25,-1,FR~6456~ ~~CRL~08/01/2023 09:25~IBZ~08/01/2023 11:50~~,FR 6456,2023-08-01T09:25:00.000,2023-08-01T11:50:00.000
Brussels (Charleroi),Malaga,2023-05-30T00:00:00.000,71.49,02:45,3,FR~1916~ ~~CRL~05/30/2023 16:00~AGP~05/30/2023 18:45~~,FR 1916,2023-05-30T16:00:00.000,2023-05-30T18:45:00.000
Brussels (Charleroi),Malaga,2023-07-12T00:00:00.000,153.92,02:45,-1,FR~1916~ ~~CRL~07/12/2023 06:45~AGP~07/12/2023 09:30~~,FR 1916,2023-07-12T06:45:00.000,2023-07-12T09:30:00.000
Brussels (Charleroi),Ibiza,2023-06-16T00:00:00.000,128.33,02:25,2,FR~6456~ ~~CRL~06/16/2023 16:15~IBZ~06/16/2023 18:40~~,FR 6456,2023-06-16T16:15:00.000,2023-06-16T18:40:00.000
Brussels (Charleroi),Brindisi,2023-08-07T00:00:00.000,43.0,02:25,5,FR~7737~ ~~CRL~08/07/2023 20:55~BDS~08/07/2023 23:20~~,FR 7737,2023-08-07T20:55:00.000,2023-08-07T23:20:00.000
Brussels (Charleroi),Alicante,2023-09-28T00:00:00.000,38.99,02:25,-1,FR~9053~ ~~CRL~09/28/2023 09:00~ALC~09/28/2023 11:25~~,FR 9053,2023-09-28T09:00:00.000,2023-09-28T11:25:00.000
Brussels (Charleroi),Alicante,2023-09-28T00:00:00.000,57.59,02:25,3,FR~3534~ ~~CRL~09/28/2023 15:05~ALC~09/28/2023 17:30~~,FR 3534,2023-09-28T15:05:00.000,2023-09-28T17:30:00.000
Brussels (Charleroi),Ibiza,2023-04-16T00:00:00.000,54.95,02:25,3,FR~6456~ ~~CRL~04/16/2023 07:30~IBZ~04/16/2023 09:55~~,FR 6456,2023-04-16T07:30:00.000,2023-04-16T09:55:00.000
Brussels (Charleroi),Alicante,2023-09-02T00:00:00.000,100.59,02:25,-1,FR~3534~ ~~CRL~09/02/2023 15:50~ALC~09/02/2023 18:15~~,FR 3534,2023-09-02T15:50:00.000,2023-09-02T18:15:00.000
Brussels (Charleroi),Alicante,2023-05-25T00:00:00.000,72.24,02:25,3,FR~9053~ ~~CRL~05/25/2023 09:00~ALC~05/25/2023 11:25~~,FR 9053,2023-05-25T09:00:00.000,2023-05-25T11:25:00.000
Brussels (Charleroi),Alicante,2023-05-25T00:00:00.000,98.99,02:25,3,FR~3534~ ~~CRL~05/25/2023 15:05~ALC~05/25/2023 17:30~~,FR 3534,2023-05-25T15:05:00.000,2023-05-25T17:30:00.000
Brussels (Charleroi),Alicante,2023-08-03T00:00:00.000,127.29,02:25,-1,FR~9053~ ~~CRL~08/03/2023 09:00~ALC~08/03/2023 11:25~~,FR 9053,2023-08-03T09:00:00.000,2023-08-03T11:25:00.000
Brussels (Charleroi),Alicante,2023-08-03T00:00:00.000,119.39,02:25,1,FR~3534~ ~~CRL~08/03/2023 15:05~ALC~08/03/2023 17:30~~,FR 3534,2023-08-03T15:05:00.000,2023-08-03T17:30:00.000
Brussels (Charleroi),Alicante,2023-08-19T00:00:00.000,98.19,02:25,-1,FR~3534~ ~~CRL~08/19/2023 15:50~ALC~08/19/2023 18:15~~,FR 3534,2023-08-19T15:50:00.000,2023-08-19T18:15:00.000
Brussels,Malaga,2023-10-01T00:00:00.000,106.77,02:55,4,FR~2923~ ~~BRU~10/01/2023 09:55~AGP~10/01/2023 12:50~~,FR 2923,2023-10-01T09:55:00.000,2023-10-01T12:50:00.000
Brussels (Charleroi),Alicante,2023-09-11T00:00:00.000,99.8,02:25,-1,FR~3534~ ~~CRL~09/11/2023 16:55~ALC~09/11/2023 19:20~~,FR 3534,2023-09-11T16:55:00.000,2023-09-11T19:20:00.000
Brussels (Charleroi),Ibiza,2023-07-11T00:00:00.000,128.22,02:25,-1,FR~6456~ ~~CRL~07/11/2023 09:25~IBZ~07/11/2023 11:50~~,FR 6456,2023-07-11T09:25:00.000,2023-07-11T11:50:00.000
Brussels (Charleroi),Alicante,2023-05-30T00:00:00.000,89.49,02:25,5,FR~3534~ ~~CRL~05/30/2023 06:30~ALC~05/30/2023 08:55~~,FR 3534,2023-05-30T06:30:00.000,2023-05-30T08:55:00.000
Brussels (Charleroi),Alicante,2023-05-30T00:00:00.000,83.59,02:25,-1,FR~9053~ ~~CRL~05/30/2023 12:15~ALC~05/30/2023 14:40~~,FR 9053,2023-05-30T12:15:00.000,2023-05-30T14:40:00.000
Brussels (Charleroi),Alicante,2023-05-03T00:00:00.000,152.59,02:25,3,FR~3534~ ~~CRL~05/03/2023 10:00~ALC~05/03/2023 12:25~~,FR 3534,2023-05-03T10:00:00.000,2023-05-03T12:25:00.000
Brussels (Charleroi),Alicante,2023-05-03T00:00:00.000,110.49,02:25,5,FR~9053~ ~~CRL~05/03/2023 11:30~ALC~05/03/2023 13:55~~,FR 9053,2023-05-03T11:30:00.000,2023-05-03T13:55:00.000
Brussels (Charleroi),Alicante,2023-05-03T00:00:00.000,115.79,02:25,-1,FR~6063~ ~~CRL~05/03/2023 21:55~ALC~05/04/2023 00:20~~,FR 6063,2023-05-03T21:55:00.000,2023-05-04T00:20:00.000
Brussels (Charleroi),Alicante,2023-07-20T00:00:00.000,171.49,02:25,-1,FR~9053~ ~~CRL~07/20/2023 09:00~ALC~07/20/2023 11:25~~,FR 9053,2023-07-20T09:00:00.000,2023-07-20T11:25:00.000
Brussels (Charleroi),Alicante,2023-07-20T00:00:00.000,155.27,02:25,3,FR~3534~ ~~CRL~07/20/2023 15:05~ALC~07/20/2023 17:30~~,FR 3534,2023-07-20T15:05:00.000,2023-07-20T17:30:00.000
Brussels (Charleroi),Alicante,2023-04-17T00:00:00.000,126.19,02:25,1,FR~3534~ ~~CRL~04/17/2023 16:55~ALC~04/17/2023 19:20~~,FR 3534,2023-04-17T16:55:00.000,2023-04-17T19:20:00.000
Brussels (Charleroi),Alicante,2023-07-26T00:00:00.000,193.49,02:25,-1,FR~3534~ ~~CRL~07/26/2023 10:00~ALC~07/26/2023 12:25~~,FR 3534,2023-07-26T10:00:00.000,2023-07-26T12:25:00.000
Brussels (Charleroi),Alicante,2023-07-26T00:00:00.000,145.87,02:25,1,FR~9053~ ~~CRL~07/26/2023 11:30~ALC~07/26/2023 13:55~~,FR 9053,2023-07-26T11:30:00.000,2023-07-26T13:55:00.000
